class,coastal_aerosol,blue,green,red,red_edge1,red_edge2,red_edge3,nir,narrow_nir,water_vapour,swir1,swir2,scl,NDVI,kNDVI,NDVI8a,EVI,TCG_GSO,TCG,LAI,SAVI,MSAVI,BUI,NDBI,NDMI,BAEI,BSI,x_coord,y_coord
1,235.5,323.5,480.75,420.25,888,1775.5,2064,2322.5,2373.75,2206.5,1456,851.5,4,0.669055,0.420777,0.675146,0.376526,-0.043447,0.11658,1.244273,0.341167,0.305574,-0.846525,-0.196206,0.196206,1.710888,-0.149076,560200,5607595
1,124,220,375,326,792,1551,1846,2034.5,2116,2033,1188.5,661,4,0.753917,0.514152,0.751101,0.353803,-0.016555,0.122532,1.162058,0.353874,0.318121,-1.047908,-0.286782,0.286782,2.141112,-0.225058,567250,5605685
1,200.5,242,353,263,634,1596,1919.5,2086,2171.5,2138,919,481.5,4,0.774023,0.536417,0.782078,0.369232,-0.003268,0.126323,1.217883,0.357805,0.322673,-1.117556,-0.350965,0.350965,2.605075,-0.289062,567690,5607060
1,181,230.25,325.5,243.25,573.5,1482.25,1801.25,1965.75,1997,1992,831,436.75,4,0.777598,0.540345,0.785261,0.356035,0.000636,0.119915,1.170133,0.345874,0.309575,-1.149405,-0.37735,0.37735,2.829724,-0.315563,567575,5607080
1,291.5,331,494,465.5,888,1719,2024.5,2337.5,2361,2444,1533,900,4,0.643634,0.39213,0.646886,0.36208,-0.042215,0.123914,1.192006,0.347452,0.317194,-0.848611,-0.190823,0.190823,1.682875,-0.124123,568680,5607275
1,221.5,280.5,481.25,368.5,961.5,2050.5,2355,2694.5,2672,2617,1664,892.5,4,0.762669,0.52376,0.760892,0.455969,-0.024473,0.163547,1.531696,0.433264,0.41329,-1.024429,-0.261552,0.261552,1.564661,-0.209428,562055,5606120
1,214,285,439,299.5,698,1787,2133,2354,2364,2196,1232,675,4,0.77008,0.532066,0.769698,0.416192,-0.010652,0.137299,1.387782,0.385793,0.352267,-1.094143,-0.317254,0.317254,2.02348,-0.266582,559345,5607475
1,148,269.5,429.5,317.5,745,1734,1988,2247.5,2362.5,1843,1190,640,4,0.757726,0.518399,0.737323,0.386035,-0.017417,0.134357,1.278676,0.380803,0.347577,-1.040943,-0.28577,0.28577,2.057772,-0.226232,566965,5606250
1,263,358,523,555,974.5,1765,2025.5,2282,2422,2665,1823,1093,4,0.605244,0.351161,0.606874,0.327943,-0.071577,0.114858,1.068498,0.327788,0.294834,-0.693639,-0.088044,0.088044,1.470352,-0.033457,568895,5607045
1,150,267,381.5,367.5,681,1378.5,1672.5,1956,1929.5,2148,1168,703,4,0.732614,0.490504,0.722446,0.325858,-0.03642,0.112479,1.060954,0.328916,0.291874,-0.920366,-0.186358,0.186358,2.139185,-0.144338,567475,5605925
1,319,372,520,525,981,1656,1956,2168,2308,2184,1861,1083,4,0.59917,0.344337,0.603578,0.318742,-0.0695,0.107902,1.035207,0.316377,0.282985,-0.650448,-0.074416,0.074416,1.468569,-0.030662,586245,5619385
1,395,479,660,700,1167,1991,2306,2504,2605.5,2571,2355,1426.5,4,0.549219,0.292814,0.564519,0.3399,-0.111025,0.116494,1.111757,0.322718,0.297155,-0.555809,-0.017391,0.017391,1.220067,0.020414,585295,5620640
1,303.5,381,548.5,595,1000,1665,1906.5,2152,2179.5,2251,2171.5,1325,4,0.549534,0.293373,0.560305,0.303753,-0.10781,0.098007,0.980977,0.295375,0.263253,-0.53478,-0.000468,0.000468,1.335974,0.035665,572680,5629220
1,304,305,562.5,426.5,952,2117,2398.5,2628,2674.5,2676,1896,1113,4,0.672899,0.424192,0.678831,0.434278,-0.07229,0.142637,1.45322,0.394523,0.369995,-0.800753,-0.124885,0.124885,1.400909,-0.093464,562590,5611185
1,302,365,545.5,485.5,1051,1886,2186,2445.5,2506,2400,1804,1071,4,0.609907,0.355728,0.626961,0.361922,-0.069739,0.128654,1.191433,0.350891,0.322757,-0.701458,-0.090914,0.090914,1.494373,-0.033563,585670,5620095
1,259,376.75,548.5,619.5,1008,1505,1731,1985,2049,2091,2097,1318,4,0.511298,0.255629,0.527169,0.250864,-0.107438,0.08264,0.789627,0.257043,0.222758,-0.486168,0.013729,-0.013729,1.376972,0.064876,576575,5611440
1,185,222,349,322,681,1349,1604,1765,1794,2008.5,1206,709,4,0.668845,0.419722,0.667077,0.28909,-0.03936,0.091374,0.927927,0.284771,0.247207,-0.820842,-0.165612,0.165612,2.10002,-0.114373,573840,5618660
1,285,338,574,467.75,1066.5,2185,2522.5,2819,2846,3014,1849.5,1047,4,0.699353,0.453612,0.710723,0.431406,-0.051905,0.14653,1.442825,0.397121,0.370722,-0.884367,-0.186455,0.186455,1.446774,-0.134573,566425,5628505
1,170,253.5,415,365.5,734,1460,1690,1831,1947,2048,1283,755,4,0.691589,0.444885,0.699151,0.29426,-0.038571,0.099523,0.946633,0.304227,0.263189,-0.859321,-0.165764,0.165764,2.025468,-0.109051,571290,5620775
1,176,349,515,508,911,1844,2098,2268,2304,1721,1696,1026,4,0.580587,0.324869,0.610122,0.31044,-0.072219,0.102425,1.005171,0.302376,0.267189,-0.670628,-0.134011,0.134011,1.561365,-0.076489,573840,5618575
1,240,316,486.75,466.5,888,1799,2037.5,2205,2266.5,2333,1722,1040.5,4,0.615911,0.362269,0.627733,0.315396,-0.068424,0.100805,1.023104,0.304271,0.267673,-0.687295,-0.111671,0.111671,1.54517,-0.066026,573825,5618615
1,134,243,379,333.5,666,1284,1483,1792,1748,1559,1244,755,4,0.65525,0.40478,0.678366,0.294206,-0.040073,0.091617,0.946439,0.280243,0.24229,-0.80517,-0.189623,0.189623,2.086838,-0.126623,573945,5618595
1,212.5,194.75,311.75,261.5,581.5,1247.5,1488,1684,1703,2008.5,1025,566.5,4,0.709317,0.46458,0.702918,0.302099,-0.028604,0.092976,0.974996,0.288513,0.248037,-0.892849,-0.207143,0.207143,2.440083,-0.151464,573810,5618685
1,273.75,375.75,552.5,634.5,1044.5,1782.5,2070,2369,2420,2406.5,1937,1208.5,4,0.552626,0.29712,0.570498,0.314653,-0.08989,0.105419,1.020413,0.300234,0.268149,-0.605957,-0.093807,0.093807,1.422178,-0.036797,567765,5625635
1,221,338,441,458,764,1542,1789,2014,2060,2084,1639,1003,4,0.609996,0.355823,0.623009,0.28762,-0.066508,0.092965,0.922609,0.284601,0.247497,-0.691151,-0.097297,0.097297,1.658228,-0.034035,568025,5625615
1,274.75,326.25,463.5,429.5,829.5,1521,1766.5,1997,2048.5,2138.5,1570,1001,4,0.614763,0.360962,0.627551,0.322817,-0.066539,0.093828,1.049954,0.294416,0.258692,-0.696037,-0.105719,0.105719,1.674426,-0.064107,569650,5624580
1,177,299,477,372,897,1784,2075,2383,2390,2252,1529,829,4,0.733513,0.491504,0.74243,0.350133,-0.031041,0.118549,1.148783,0.334783,0.301059,-0.965616,-0.231157,0.231157,1.686245,-0.17517,563635,5603890
1,184,259.75,403.75,321.5,677.5,1427,1688.5,1835.25,1831.5,1594.5,1010.5,555,4,0.68981,0.442977,0.677245,0.325479,-0.014013,0.098574,1.059581,0.298138,0.257659,-1.016849,-0.319476,0.319476,2.308219,-0.257284,565245,5603360
1,332,337.5,421.5,353,750.5,1706,2070,2348.5,2355,2529,1169,634,4,0.716044,0.472061,0.723485,0.411032,-0.019429,0.137808,1.369113,0.375658,0.351325,-1.006631,-0.339038,0.339038,2.114406,-0.267533,567100,5600230
1,383,462,604,544.5,936,1897,2191,2415,2517,2474,1633.5,989.5,4,0.614909,0.361077,0.622314,0.375183,-0.057148,0.12008,1.239413,0.342334,0.310919,-0.780121,-0.194334,0.194334,1.608066,-0.130379,567110,5600685
1,198,296.5,424.5,352,853.5,1628.5,1827,2097.5,2153,2108.5,1404.5,763.5,4,0.726894,0.484138,0.722038,0.361273,-0.029041,0.120714,1.189086,0.348238,0.314196,-0.966665,-0.23194,0.23194,1.861838,-0.179639,565915,5603415
1,182,296.25,421.75,340.25,782,1561.75,1816.5,2064.75,2025,1965,1230,707.5,4,0.720289,0.476789,0.725625,0.360684,-0.026721,0.119301,1.186955,0.349205,0.313192,-0.976327,-0.248282,0.248282,2.040713,-0.193776,565875,5603375
1,339.5,424.5,574.25,518.25,983,2027,2395.5,2348.75,2705,3367.25,1870.5,1095.5,4,0.608023,0.353849,0.657834,0.355094,-0.070406,0.11051,1.16673,0.326071,0.291263,-0.754396,-0.12056,0.12056,1.436578,-0.075651,567695,5601965
1,322,354.5,435.5,350.5,634.5,1448.5,1765.5,2013,1975,1941.5,906.5,495.5,4,0.657532,0.407331,0.641657,0.335882,-0.005566,0.108536,1.097222,0.318124,0.280959,-1.056951,-0.375741,0.375741,2.498481,-0.29261,565540,5600105
