class,coastal_aerosol,blue,green,red,red_edge1,red_edge2,red_edge3,nir,narrow_nir,water_vapour,swir1,swir2,scl,NDVI,kNDVI,NDVI8a,EVI,TCG_GSO,TCG,LAI,SAVI,MSAVI,BUI,NDBI,NDMI,BAEI,BSI,x_coord,y_coord
1,131,185.5,327,190,613.5,2489.5,3283,3417,3584.5,3902.5,1365,566.5,4,0.897743,0.667345,0.900603,0.615949,0.034134,0.241186,2.110503,0.563947,0.594368,-1.319128,-0.428198,0.428198,1.913337,-0.397147,568680,5607275
1,133,210,305,167,572,2273,2947,3142,3240,2818,1213,519,4,0.876127,0.645531,0.882065,0.576231,0.029153,0.221197,1.966803,0.534716,0.550249,-1.311194,-0.445148,0.445148,2.09322,-0.411765,567250,5605685
1,165,194.5,336.5,189,613,2670,3535.5,3799.5,3969.5,3786,1575.5,677,4,0.903759,0.673314,0.909034,0.658265,0.035016,0.269314,2.263604,0.60132,0.64699,-1.323157,-0.428128,0.428128,1.665682,-0.398514,562055,5606120
1,183.5,192.25,324.25,181,583,2146.75,2740,2875.75,2920.25,2770.5,1105.75,495,4,0.882685,0.652204,0.887289,0.529885,0.02622,0.197843,1.799125,0.497943,0.497201,-1.309943,-0.435931,0.435931,2.195009,-0.400703,559345,5607475
1,167,183.5,325,187,586,2719,3410,3341,3758,3169,1543,684,4,0.894365,0.663975,0.903814,0.588745,0.024558,0.228992,2.012079,0.545901,0.565981,-1.291911,-0.398429,0.398429,1.699881,-0.368013,560200,5607595
1,143,192.5,346.5,195,578,1893,2417.25,2558,2620,2584,915.5,413.25,4,0.861712,0.630654,0.870903,0.484177,0.023409,0.174527,1.633753,0.457865,0.442325,-1.31731,-0.450882,0.450882,2.590989,-0.411293,567575,5607080
1,144,195,348,195,595,2045,2621,2700,2817,2734,983,445,4,0.86821,0.637368,0.878084,0.508308,0.02548,0.186333,1.721058,0.478828,0.470699,-1.320114,-0.449246,0.449246,2.427734,-0.41113,567690,5607060
1,152,167,292.5,154.5,551.5,2340.5,3142,3268.5,3367,3701.5,1329,575,4,0.895293,0.664888,0.903696,0.591022,0.028951,0.231568,2.020318,0.550257,0.573497,-1.313406,-0.42335,0.42335,1.944325,-0.395113,568895,5607045
1,203,198.5,352.25,209.5,670.5,2297,2927.5,3109,3027,3141.5,1212.5,573.5,4,0.865094,0.634139,0.86967,0.553465,0.02076,0.211853,1.884438,0.518211,0.525901,-1.273033,-0.413335,0.413335,1.969227,-0.380713,566965,5606250
1,276,320,522.5,291,859,2714,3334,3701,3585,3928.5,1720,768.5,4,0.842913,0.610991,0.848284,0.618225,0.007028,0.238113,2.118738,0.554083,0.577977,-1.198975,-0.367203,0.367203,1.488744,-0.327055,572680,5629220
1,245,271.5,417,254,709,2696,3534,3562,3881,3972,1567.5,692,4,0.871286,0.64057,0.88029,0.630017,0.024258,0.246793,2.161402,0.565756,0.59324,-1.269565,-0.404776,0.404776,1.631086,-0.368191,566425,5628505
1,136,193.5,358.5,185.25,578.5,2401,3098,3326.25,3405,3413.25,1266,524,4,0.890428,0.660019,0.893696,0.598452,0.035463,0.229879,2.047199,0.54677,0.567701,-1.342484,-0.439968,0.439968,1.974489,-0.409932,567475,5605925
1,313,326,502.5,379,853,2342,2946,3095.5,3214.5,3170,1804,923,4,0.777745,0.540518,0.790148,0.529741,-0.02852,0.200355,1.798604,0.487632,0.484416,-1.014169,-0.253066,0.253066,1.470479,-0.21146,585295,5620640
1,268,265.5,451,283.5,792,2491.5,3164,3274,3462.5,3484.5,1694.5,860.5,4,0.838306,0.606115,0.850316,0.570577,-0.008288,0.21785,1.946348,0.522726,0.531578,-1.142496,-0.308051,0.308051,1.554876,-0.267752,586245,5619385
1,199,231.25,466.5,213.75,801,3174,4071.5,4143,4355,4269.5,1660.5,724,4,0.907561,0.677039,0.90918,0.725555,0.038277,0.293797,2.507059,0.633831,0.702155,-1.311785,-0.42498,0.42498,1.516005,-0.396131,562590,5611185
1,214,211.5,423.75,220.5,766,2681,3286,3429.75,3577.5,3613,1523.75,687,4,0.880424,0.649896,0.888349,0.610683,0.014333,0.235826,2.091452,0.556203,0.580583,-1.239421,-0.373228,0.373228,1.650139,-0.339273,576575,5611440
1,222.5,246.75,396.25,239.25,695,2497,3219,3326.5,3532.5,3482.5,1423,615,4,0.867247,0.636409,0.872567,0.601366,0.020559,0.230127,2.057741,0.546017,0.565661,-1.261134,-0.391569,0.391569,1.826103,-0.359249,585670,5620095
1,148,219.5,394.5,223.5,624,2127,2633,2853,2824,3133,1245,568,4,0.850846,0.619282,0.856503,0.511667,0.011008,0.190242,1.733212,0.482345,0.475952,-1.227432,-0.369637,0.369637,1.972327,-0.333223,571290,5620775
1,206,226.5,449,211.5,760.5,2199,2617,2804.5,2849,2968.5,1257,628,4,0.870889,0.640126,0.87664,0.529541,0.013749,0.18808,1.797878,0.489118,0.484777,-1.244373,-0.375394,0.375394,1.856193,-0.337298,573840,5618660
1,201.5,251,520,231,915.5,2854.5,3456.5,3645.5,3701.5,2727,1594,754.5,4,0.887423,0.657002,0.890184,0.65241,0.020531,0.25061,2.24242,0.581779,0.619226,-1.265897,-0.389795,0.389795,1.52164,-0.354802,573840,5618575
1,215.5,249.25,514,225.25,868.5,2835.5,3421,3592,3768,3798,1482,679.5,4,0.887138,0.656705,0.896885,0.650575,0.023691,0.248667,2.23578,0.577768,0.612644,-1.275676,-0.38646,0.38646,1.599398,-0.359026,573825,5618615
1,198,227.5,457,233.5,765,2052.5,2540,2681,2706.5,2316.5,1232.5,586.5,4,0.846624,0.614861,0.856477,0.49021,0.003693,0.170686,1.655581,0.453537,0.438122,-1.189861,-0.362263,0.362263,1.927323,-0.323071,573945,5618595
1,206,208,380.5,207.75,599.5,1759,2137,2173.5,2321.5,2968.5,1015.5,506.5,4,0.841866,0.609754,0.85322,0.41034,0.003258,0.138681,1.366612,0.394432,0.363103,-1.182648,-0.36217,0.36217,2.286561,-0.316527,573810,5618685
1,192,211.25,363,199,639.5,2750.5,3506,3695,3806.5,3724.5,1601,688.5,4,0.896236,0.665835,0.903054,0.651206,0.024842,0.258593,2.238064,0.586584,0.626395,-1.278454,-0.390999,0.390999,1.624262,-0.360682,567765,5625635
1,193,203.5,371.5,183.5,577.5,2361,2936.5,3143,3158.5,2826.5,1295,567.5,4,0.887891,0.657451,0.890838,0.574994,0.027589,0.216714,1.962329,0.5279,0.539533,-1.304033,-0.423919,0.423919,1.970686,-0.38681,568025,5625615
1,242,227.5,432,243.5,638.5,2499,3178,3421.5,3485,3195,1401,622.5,4,0.878284,0.647732,0.882147,0.615393,0.021836,0.238774,2.108492,0.558669,0.585315,-1.263658,-0.40692,0.40692,1.81644,-0.3736,569650,5624580
1,187,210,378,220,625,2681,3439,3415,3699,3261,1302,562,4,0.887676,0.657256,0.893004,0.614828,0.036779,0.244372,2.106447,0.568781,0.597466,-1.324039,-0.433682,0.433682,1.893093,-0.408177,563635,5603890
1,170,185.5,358,210.5,593.5,1676,2116,2379,2315,2036,965,449,4,0.848678,0.617065,0.853738,0.459149,0.008055,0.164083,1.543202,0.438156,0.416283,-1.216863,-0.40245,0.40245,2.495347,-0.357447,565245,5603360
1,152,191,339.5,190,578,2072.5,2677,2747.5,2886,3255,1042.5,455.5,4,0.874493,0.643858,0.878876,0.513119,0.032721,0.189001,1.738464,0.483355,0.476773,-1.360084,-0.491502,0.491502,2.326707,-0.441831,567100,5600230
1,160,209.5,382,208.5,673,2657,3367,3628,3627,3686,1425,641,4,0.892035,0.661641,0.897249,0.64057,0.031402,0.25515,2.199583,0.582481,0.618974,-1.321319,-0.427649,0.427649,1.773459,-0.396516,567110,5600685
1,145,180.5,323.5,188.5,598,2339,2980.5,3116.5,3296.5,3260,1292.5,558,4,0.885506,0.655006,0.894658,0.568062,0.024934,0.219434,1.93725,0.530193,0.543284,-1.291565,-0.411185,0.411185,1.976764,-0.377856,565915,5603415
1,154,187,333.75,193.75,602.5,2190.5,2754.5,2950.75,3031.5,3056,1233,542,4,0.873529,0.642809,0.881023,0.544227,0.021448,0.204415,1.851015,0.505764,0.508084,-1.274308,-0.413248,0.413248,2.06309,-0.374141,565875,5603375
