class,coastal_aerosol,blue,green,red,red_edge1,red_edge2,red_edge3,nir,narrow_nir,water_vapour,swir1,swir2,scl,NDVI,kNDVI,NDVI8a,EVI,TCG_GSO,TCG,LAI,SAVI,MSAVI,BUI,NDBI,NDMI,BAEI,BSI,x_coord,y_coord
1,263,272,404,220,707,1978,2372.5,2488.5,2549,2473,1080,524.5,4,0.821741,0.587903,0.825414,0.476455,0.01406,0.162558,1.605812,0.438914,0.418086,-1.248932,-0.42066,0.42066,2.150489,-0.377223,561060,5576325
1,509,492.5,737.75,429.25,1144,2881,3235,3778.75,3554,3496.5,1503,834,4,0.775465,0.537618,0.760779,0.625026,0.005449,0.231397,2.143345,0.524373,0.53295,-1.18541,-0.40017,0.40017,1.528784,-0.346343,559885,5573890
1,260,346,544,309,959,2478,2980,2803,3235,3698,1387,716,4,0.793364,0.557657,0.814861,0.505618,-0.013178,0.171637,1.711326,0.445085,0.431048,-1.08498,-0.323841,0.323841,1.739331,-0.273537,557640,5582075
1,250,288,382,231,604,1636,1934,2018,2102,2028,943,478,4,0.795244,0.559711,0.791927,0.391212,0.000451,0.125688,1.297405,0.362988,0.32866,-1.170951,-0.368354,0.368354,2.448457,-0.326265,558255,5578830
1,203,262,470,229,866,2468,2986,3188,3228,3452,1301,606,4,0.863227,0.632253,0.867131,0.578581,0.018711,0.209646,1.975306,0.516026,0.522521,-1.271585,-0.405636,0.405636,1.83695,-0.371837,558385,5580690
1,250,262,470,223,895,2647,3081,3330,3422,3420,1389,630,4,0.873776,0.643124,0.875327,0.607904,0.021984,0.224324,2.081397,0.540303,0.555271,-1.287228,-0.407603,0.407603,1.772239,-0.376093,558465,5580600
1,357.5,356,625,281,1071,2676,3024,3294,3251,3267,1694.5,829,4,0.830208,0.597325,0.832053,0.589356,-0.006087,0.209198,2.014289,0.520674,0.52762,-1.158178,-0.328843,0.328843,1.417574,-0.302805,557855,5577695
1,272,322,531,261,952,2512,2939,3180,3231,3251,1439,744,4,0.858329,0.626851,0.856898,0.588152,0.014589,0.20957,2.009933,0.520901,0.529381,-1.253552,-0.39715,0.39715,1.60457,-0.359264,559105,5575890
1,326,381,736,329.5,1330.5,3197.5,3650.5,3903,3916.5,3943.5,1684.5,787.5,4,0.843319,0.611412,0.843688,0.676712,0.019172,0.255934,2.330344,0.5843,0.61576,-1.254556,-0.401528,0.401528,1.384456,-0.365549,553805,5561190
1,437,408,566,310,876,2182,2549,2866,2735,2679,1129,584,4,0.75829,0.519025,0.761231,0.495088,0.007695,0.142852,1.673229,0.400447,0.372636,-1.203917,-0.431963,0.431963,2.043865,-0.385337,558340,5567430
